Key Skills,Job Title,Job ID
 Complaint Management| Life Cycle| churn management| Revenue Assurance| Technical Support| Collections| Churn Management| Verbal Communication| retention,Technical Support Manager,23394
Unix| Control - M| Unit Testing| Requirement Gathering| 11G| PLSQL| Oracle| ETL| Production Support| SQL,Team Lead/Technical Lead,23395
 Unix Shell Scripting| Aix Administration| LVM| User Administration| Software Administration| Patch Management| File Manager,System Administrator,23396
 Assurance| Accounting| Soft skills training| Project management| GAAP| Risk management| IFRS| Internship| Monitoring| Auditing,Chartered Accountant,23397
 Unix| Linux Administrator| Analytical| Service| Scheduling| Business continuity planning| Disaster recovery| Automation| Incident management| Solaris,Outside Technical Consultant,23398
Software Development| Java| J2EE| SOAP| Spring| Hibernate| Jquery| JUnit| XML| HTML5| MVC| JBoss| Websphere,Software Developer,23399
 hr| human resource management,Head/VP/GM-HR,23400
 HR| IR| Labour Laws,HR Executive,23401
 Computer science| Sales| MIN| Business Development Executive,Regional Manager,23402
 Sales Strategy| Marketing| Store Planning| Retail Store Operations| Store Handling| Team Handling| Retail Merchandising| Cluster Manager,Area Sales Manager,23403
 Technology Management| System Engineering| design| testing| Development,Project Lead,23404
 Team Handling| FMCG Sales| Distributor Handling,Area Sales Manager,23405
 sales coordination,Sales Coordinator,23406
 javascript| xml| mysql| development| web services| android| mobile| ajax| tools| quality| application| web| design patterns| service| design| json| conceptualization| architecture,Software Developer,23407
 Leadership| Communication Skills| voice based process,Associate/Senior Associate -(NonTechnical),23408
 Screening| Linkedin| RPO| Hiring| Social Media| IT Recruitment| technical recruitment,Recruitment Executive,23409
 international voice process| international bpo| international call center| tele calling| night shift| customer service| customer support| cbse| fresher,Telecalling/Telemarketing Executive,23410
 System architecture| Cloud computing| jQuery| XML| Debugging| HTML| MVC| Stored procedures| SQL| Ajax,Software Developer,23411
 biotechnology| biology| microbiology| biomedical| medical coding| medical microbiology| medical coder| biochemistry| zoology,Medical Officer,23412
 Product management| Sales| Strategic partnerships| Marketing campaigns| Packaging| Marketing operations| Management| debit| Financial services| Monitoring,Sales Promotion Manager,23413
ui designer| ux designer| web designer| ui developer| web developer| bootstrap| css| html5| html| css3| photoshop| prototyping| wireframing,Graphic/Web Designer,23414
 Supervisor| Reservation| Sales| Compliance| Issue resolution| Customer support| Management| Room,Sales Executive/Officer,23415
 Digital Marketing| SEO| Web Analytics| Email Marketing| Blogs| Social Media| Facebook| Content Writing| Writing Skills| Web Technologies,Fashion Content Developer,23416
 Sales Executive Activities| Distribution Management| ROI| Stock Management| Market Operations,Sales/Business Development Manager,23417
 Agency Development| Life Insurance| People Development| Sales Management| Business Development| New Business| People Management,Head/VP/GM-Sales,23418
 process engineer| CAPEX| Process calculations,Service/Maintenance Engineer,23419
 English| Project finance| mba finance| Project Finance| MS Office| Business Executive,Training Manager,23420
Embedded C| C++| Microcontroller| Doors| Misra| RTOS Concepts| UART| PERL| I2C| Canoe| SPI| PYTHON,Software Developer,23421
 Store Manager,Retail Store Manager,23422
 Analytical| English| Email| Tally ERP| Logistics operations| Logistics Executive| talent| Schedule| Calculation| Com,Logistics Executive,23423
 Chemistry Faculty| Chemistry| Wordpress| Recruitment,Recruitment Executive,23424
 Automation Anywhere| Automation Tools| RPA| AA| Robotics,Software Developer,23425
iso 27001| IT Risk Management,Outside Technical Consultant,23426
 Screening| Sourcing,Recruitment Executive,23427
 EHS| PMP| Matrix| Claims| Project management| Siemens| Customer Executive| Risk management| Project execution,Software Developer,23428
 SQL| SSIS| SSRS| QlikView| Individual Contributor| international clients| Quality testing| power bi| Executive| tableau,Software Developer,23429
 Visual Communication| Composition| Illustrator| Dreamweaver| Photoshop| Graphic Designing| Interaction Design| Indesign| Typography| Marketing,Graphic/Web Designer,23431
 C#| CSS| ADO.Net| Windows Services| Javascript| HTML| Entity Framework| WCF| JQuery| ASP.Net MVC,Software Developer,23432
 Assistant Manager Operations| Quality Analyst| Process Trainer| quality coach,Team Leader -(NonTechnical),23434
 IT services| Business consulting| Client satisfaction| Managed services| devops| Cloud| Technology implementation| digital transformation| Analytics| Software services,Software Developer,23435
 Digital media| Social media| Internet marketing| E-commerce| Web content| Gaming| Business Executive| Product marketing| Recruitment,Product/Brand Manager,23436
 Angularjs| CSS| Javascript| HTML,Software Developer,23437
 Procurement| Interpersonal skills| Purchase| Customer service orientation| Analytical| Consulting| Reconciliation| Public speaking| Licensing| Inventory,Associate/Senior Associate -(Technical),23438
Operating Systems|Active Directory|Information Security|Customer Service|Standard Operating Procedures|IT Services|Interpersonal Communication|Access Management|Microsoft Server|Software Solutions,Software Developer,23439
 working capital| business banking| sme,Sales/Business Development Manager,23440
 Business Development Manager| Flexible packaging| Interpersonal skills| Breakdown maintenance| Packaging machines| Electrical maintenance| PDF| Manager Client Servicing| Executive,Service/Maintenance Supervisor,23441
 mortgages| hl| Home Loans| Direct Sales| financial| field executive| Banking| Direct Sale| Sales| bfsi| sales officer| housing loan| Home Loan| Field Work| home finance| housing finance,Sales Officer,23442
 Java| SQL| Spring| Problem Solving,Software Developer,23443
 Store Manager| sales management| Retail Store Manager| floor supervisor| sales| Floor Manager,Retail Store Manager,23444
 pcb designing,Senior Design Engineer,23445
 Service Improvement| Application Software| Application Performance Management| System Architecture| Corporate Banking| Problem Management| Performance Review| Incident Management| Contract Review| Release Management,Team Lead/Technical Lead,23446
bpo|non voice process|ites|analytical skills|call center|Fresher|graduate|good communication skills|fluency in english,Associate/Senior Associate -(NonTechnical),23447
 Character Animation| Flash Animation,Other,23448
 SAP| Financial reporting| Oracle| IFRS| Career development| business process outsourcing| record to report| Time management| Financial Associate,Financial Accountant,23450
 SEO Executive| C| Python| Six Sigma| PMP| .NET| HTML| SQL| Oracle| assembly language| Real Time Operating Systems| website| linux| xml| javascript| ajax| xhtml| jquery,Webmaster,23451
 Java| Software Development| Unit Testing| Coding| core java developer,Software Developer,23452
 Service Level| dialer| Analytical Skills| MIS| Report Preparation| Powerpoint| MS Office| Call Center| Management Information System| MIS Reporting,Process Flow Analyst,23453
 CRM| Customer relationship| MS Office| Sabre| Service operations| Hotel management| CMS| Service level| PSP,Operations Manager,23454
 service| LogisticsOperations| Doc| Secretarial activities| Business Executive| Compliance| Audit compliance| Executive management,Company Secretary,23455
 C++| C| computer trainer| java| computer teacher| computer faculty| programming| Python,Teacher/ Private Tutor,23456
 Excel| Customer service| Troubleshooting| MS Office| CRM,Associate/Senior Associate -(NonTechnical),23457
 BPO| international bpo| International Call Center| Bpo Operations| Non Voice Process| Non Voice| call center| chat support| Chat Process,Associate/Senior Associate -(NonTechnical),23458
 Business Development,Head/VP/GM/National Manager -Sales,23459
 JAX - WS| Software Development Life Cycle| Hibernate| Rest| ESB| UI Development| Javascript| Spring Boot| Java SE| Web Services,Software Developer,23460
 c#| automation testing| vsts,Testing Engineer,23461
Counsellor|Business consulting|Manager Program Management|Banking|Manager Technology|Business modeling|Subject matter expertise|RFP|Business case|Financial services,Sales Executive/Officer,23462
 Business Development Manager| Direct selling| Sanitary| Target achievement| Sales forecasting| Retail sales| Retail business| Business planning| Institutional sales| Management,Sales/Business Development Manager,23463
 JIRA| Manager Technology,Software Developer,23464
 Training,Special Education Teacher,23465
 Cad| Engineering Design| Electricals,Design Engineer,23466
HK|Vendor Management|Administration|Material Procurement|Inventory Management,Cashier,23467
process development|scale up|process chemist|api,Clinical Research Associate/Scientist,23468
 biotechnology| medical| dayshifts| biomedical| medical coding| medical microbiology| medical coder| biochemistry,Intern,23469
 Com| Pharma,Accounts Executive/Accountant,23470
 Purchase| Sales| Accounting| Finance| Banking| Payments| Debit Note,Finance Executive,23472
 android application development| mobile development,Software Developer,23473
 marketing executive| sales representative| sales marketing| sales executive,Sales Executive/Officer,23474
 Project Management| Technical Operations| Web Server Technology| Scripting| Database| Cloud| Product management,Team Lead/Technical Lead,23475
MS SQL|Financial Reporting|SAP Business One Consultant|Finance|Sap Hana|Crystal Report|SAP Business One Developer|SAP Business One,Software Developer,23476
Javascript|LINQ|JQuery|Ajax|ASP.Net|MS SQL Server|Angularjs|C#.Net|CSS|Html5|Python Developer|Python,Software Developer,23477
 night shift| international voice process| us shift| AR Calling| medical billing| communication skills,Associate/Senior Associate -(NonTechnical),23478
 continental| bakery chef| tandoor| cooking| kitchen,Commis,23479
 Quality Audit| Machine Operating| Purified Water| Business Modeling| Reverse Osmosis| Revenue Assurance| Quality Testing| Operations Management,Service/Maintenance Engineer,23480
 international sales| expedia| bpo| international bpo| International Call Center| firstsource| bcp| outbound sales| airlines| under graduate,Associate/Senior Associate -(NonTechnical),23481
 Browser compatibility| jQuery| XML| Wordpress| MySQL| Javascript| HTML| Business Executive| Joomla| Ajax,Software Developer,23482
 Construction management| Site Supervisor,Project Manager-Production/Manufacturing/Maintenance,23483
 Training| Coaching| National| level| Physical education| Zonal| Football| Sports,Teacher/ Private Tutor,23484
 accounting| income tax return| taxation| gst| accountant| account assistant,Accounts Executive/Accountant,23485
 ERP,ERP Consultant,23486
Risk Mitigation|Risk Assessment|Global Compliance|Problem Solving|Country Management|Process Management|Due Diligence|Leadership Skills,Legal Manager,23487
 Supply chain| Trade finance| Operations| PLSQL| Catering| Finacle| Business Analyst| Trade finance operations| SQL queries| Regulatory reporting,Business Analyst,23488
 VMware| SAN| Automation| Linux| Project management| LAN| Active directory| DNS| Windows| Troubleshooting,System Administrator,23489
 Graphics| Digital Advertising| Infographics| Social Media| Web Technologies| Campaigns| Graphic Designing,Graphic Designer,23490
 Computer science| NoSQL| XML| Javascript| CMS| XSLT| JSON| Software implementation| Analytics| SQL,Associate/Senior Associate -(Technical),23491
Process Flow|Java|Basic|Change Control|CSS|Web Technologies|HTML|DBMS|Process Design|SQL,Software Developer,23492
 Customer Relationship| Resource Mobilization| Relationship Building,Depository Services-Executive/Manager,23493
 Telugu| Customer Service| Malayalam| Kannada| Telecalling| Marathi,Telecalling/Telemarketing Executive,23494
 Java| Process Automation| Database| .Net| DotNet,Fresher,23495
 chartered accountant| nbfc| underwriting| icwa| ca fresher| lap| credit manager,Credit/Control Manager,23496
Team Management|Technology Management|Agile Project Management|Metrics|Scrum Master|Process Management|Team Leading|Solution Delivery|Process Improvement Initiatives|Customer Management,IT/Networking-Manager,23497
 Mechanical Engineering| B.Tech| Electricals| Electrical Engineering| electronics engineering,Industrial Engineer,23499
rest| Java| Grails| hibernate| ajax| core java| javascript| jquery| nosql| spring framework| spring| advanced java| groovy| j2ee| mysql| MongoDB,Software Developer,23500
 customer service executive| C| HTML| Web Designing| technical support manager| customer support| customer support manager| email| communication skills,Associate/Senior Associate -(Technical),23501
 Java| Android| Backend| Front End| architecture,Head/VP/GM-Technology(IT)/CTO,23502
Java|Spring|Hibernate|J2Ee|Struts|EJB|JAX|JPA|Jboss Application Server|Web Services,Software Developer,23503
 MIN| Inventory control| Customer service| Merchandising| Staff training| Monitoring| Supervision| Retail sales,Retail Store Manager,23504
 Territory Sales| Dealer Management| Credit Management| Selling| Consumer Durables| FMCG| Consumer Products| Dealing| Marketing| Dealer Network,Sales Executive/Officer,23505
 AdWords| Campaign management| Web analytics| Management| Cost| Monitoring| Reporting tools| Management reporting| Testing,Marketing Manager,23506
AR| VR| Unity3D| Gaming,Software Developer,23507
 guru| freelancing| requirement gathering| online bidding| proposal writing| new business| business development| rfp| it outsourcing,Sales/Business Development Manager,23509
 Domestic BPO| Back Office Processing| Inbound Process| International BPO| voice process| call center| international call center| call center executive| tele caller| telecalling| Data Entry| back office,Fresher,23510
commodity| Cross Selling| equity broking| share trading| business development| bdm| equity| sales| demat| securities| b2c| dmat| b2b| relationship management| dealer| business development executive| equity trading| commodity trading| online trading,Client Relationship Manager,23511
 SQL Server| MSBI| Azure| Team Management,Team Lead/Technical Lead,23512
 tv| competitor analysis| television| product manager| merchandiser| training| sales| Report Generation| promoter,Product/Brand Manager,23513
 online| chat process| chat support| email support| representative| gaming| technical support executive| international| web chat| yatra| undergraduate| customer services| resolution| voice process| non voice| uk,Associate/Senior Associate -(NonTechnical),23514
 tcp| networking| http| c| software| developing| rtsp| ios| objective c| application| web| design| debugging| json| programming| applications,Software Developer,23515
 Javascript| Linux| Python| Django| GIT| Deployment| AWS| Training| Management,Software Developer,23516
 Customer Support| csr| cse| customer care| Customer Loyalty,Service Delivery Leader,23517
Javascript| Java| React.Js| Bootstrap| Angularjs| Html5| website| SAAS| LESS| jQuery| Ajax| GIT| SVN| Node.Js,Software Developer,23518
 Branch Operations| Head Operations| US Healthcare| People Management| Medical Billing,Head/VP/GM-Operations,23519
 jQuery| MySQL| Database administration| PHP| HTML| Web designing| Informatica| SQL| Ajax| Python,Software Developer,23520
 Spring Boot| Java| Maven| JUnit| Microservices| Rest| Subversion| Jenkins| GIT| Redis,Software Developer,23521
 relationship officer| hospitality sales| sales officer| reservation executive| hotel sales| sales executive,Sales Executive/Officer,23522
 Coding| Scrum| Salesforce| Administration| Web services| Technical design| Agile development| Programming| Supervision| Visualforce,Software Developer,23523
 Civil| Executive| Mechanical| Electricals,Business Alliances Manager,23524
 Front End| Query| Coding| SQL Development| T - SQL,Software Developer,23525
HSRP|OSPF|VRRP|RIP2|EIGRP|Bgp|IGRP|Networking|RIP|Frame Relay,Fresher,23526
sap ewm|SAP ECC|Retail|Manager Technology|Outsourcing|Warehouse management|Operations|ABAP|Process implementation|SAP WM,Functional Outside Consultant,23527
 Customer Support| Account Management,Client Relationship Manager,23528
 Communication Skills| Customer Service| Accounting| Sales Account| lead generation| Problem Solving| Account Management| Cold Calling| Inside Sales| Sales Management,Sales/Business Development Manager,23529
 QA| Software Testing| Manual Testing,Trainee,23530
 Copyright| Group| Tracking| Senior management| SMS| Stock inventory| Executive search| stock| Map| Inventory,Material Management Executive/Manager,23531
 IT Software | Application Programming| MTeam Lead| Technical Lead,Team Lead/Technical Lead,23532
 Android Studio| Core Java| Advanced Java| PHP,Software Developer,23533
 Project management| MS Office| Auditing| Enterprise risk management| Front office| SAS| Operational risk| Macros| Monitoring| SQL,Credit Analyst-Corporate Banking,23534
 Customer acquisition,Sales Executive/Officer,23535
 MSW| Lead Generation| Corporate Relations| CSR| Fund Raising| Relationship Management| NGO| Cold Calling| Employee Engagement| Corporate Social Responsibility| New Business Acquisition,Corporate Communication Executive,23536
 data quality| contract management| data extraction| project management| data analysis| data management| continuous improvement| management reporting| contracting,Operations Manager,23537
 Management| MS Office| Recruitment management| Recruitment,HR Manager,23538
 Customer service| Outbound| Business Executive| Tele Marketing Executive| Training| Database| Usage,Telecalling/Telemarketing Executive,23539
 MIS| Customer service| Variance analysis| Change management| Automation| Networking| Performance management| Analytical| Operations| Monitoring,Finance/Budgeting Manager,23541
Sapui5| CSS| Html5| Sap Fiori| Javascript| WebDynPro| Abap Objects| Function Modules| Module Pool| User Exits,Technical Architect,23542
 Javascript| Web services| Python| Agile| Performance tuning| Coding| JSON| Postgresql| Front end| Distribution system,Software Developer,23543
 Project management| MySQL| jQuery| server| software| Schema| bootstrap| JIRA| sql| web| design| asp.net| Application development| mvc| c#| Automation| development| Analytics| Backend| GIT| application| .net| developer| angularjs| applications,Software Developer,23544
 Recruitment| Bidding| Product management| Technical support| Troubleshooting| Social networking| Google AdWords| HTML| Google Analytics| HTTP,Sales/Business Development Manager,23545
 Team leading| Team management| Application management| Mortgage| Subject Matter Expert| professional services| Customer interaction,Associate/Senior Associate -(NonTechnical),23546
Network Engineering| Networking| L1| System Administration| Application Support| Resource Utilization| Troubleshooting| User Management,Customer Support Engineer/Technician,23547
 education| english literature| pathology| anatomy| university| internal medicine| teaching| medicine| university professors| anesthesia| gynecology| professor| biochemistry| general surgery| assistant professor,Anaesthetist,23549
 Unix| Hibernate| Core Java| Tomcat| Backend| JBoss| XML| Intellectual property| Perl| Ajax,Software Developer,23552
Screening| Linkedin| Life Cycle| Conducting Interviews| Social Networking| Dice| Salary Negotiation| H1B| Sourcing| US IT Recruitment,Recruitment Executive,23553
 Product management| Javascript| Troubleshooting| automation framework| System testing| Test case execution| Test scripts| Memory management| Analytical| White box,Testing Engineer,23554
 Project Leading,Project Lead,23555
 Recruitment| Talent Acquisition| Onboarding| Taleo| Mapping| Report Generation| Dashboards| MIS Reporting| mis excel| management information system excel,HR Executive,23556
 retail sales| sales| retailers| Jewellery| Luxury| Lifestyle,Sales Executive/Officer,23557
Sales| B2C Sales| Institutional Sales| Business Development Management| sales executive| direct sales,Sales/Business Development Manager,23558
 Bluetooth| Communication Protocols| USB| embedded testing| firmware testing,Testing Engineer,23559
 Coke| Sales Executive| FMCG sales| Retail business| Business Executive| Management Trainee,Sales Executive/Officer,23560
 Cashier Activities| cash handling| Cashier,Cashier,23561
 Automation| System verilog| Debugging| VLSI| Test planning| PCIE| UVM| Semiconductor| Intellectual property| RTL design| development| design| technical| software| btech| code| hardware| quality,Software Developer,23562
mis executive|mis,Associate/Senior Associate -(Technical),23564
 AR| cash allocation| cash statements| Accounts Receivable| Receivable| SAP| Cash Applications,Finance Executive,23565
 Oracle| Linux| Windows| Shell scripting| Automation| Python| Agile| Configuration management| Ruby| Information technology,System Administrator,23566
xml parsers| html5| xml| Javascript| xsd| ajax| css3,Software Developer,23567
Pega PRPC|Service Marketing|Campaigns|Customer Service|Business Process|Project Initiation|Impact Analysis|Life Cycle|Application Development|Performance Management,Software Developer,23568
 Hospitality,Physiotherapist,23570
 derivatives| stock| equity| analyst| finance| research| securities| options| arbitrage| mba finance fresher,Broker/Trader,23571
 Sales| Cross Selling| Banking Sales,Sales/Business Development Manager,23572
 bd| development| cold calling| leasing| corporate sales,Sales/Business Development Manager,23573
Piping| Equipment Modeling| SP3D,Senior Design Engineer,23574
Customer Support|Customer Service|Process Improvement|Application Development|Business Operations|Application Support|Data Services|Management Services|Marketing Programs|IT Services,Associate/Senior Associate -(Technical),23575
Oracle Internet Directory|Oracle Identity Manager|OIM|IDM|Access Management|Oracle Database|Identity Management|OAM|Oracle Access Manager|Weblogic Server,Software Developer,23576
 Product Development,Software Developer,23577
 technical recruitment| IT Recruitment| hiring| Technical Recruiter| sourcing,Recruitment Executive,23579
 MySQL| Database administration| NoSQL,DBA,23580
 retail marketing| asset management| brand activation| marketing management| channel marketing| promotional campaigns| channel development| promotions| brand marketing| brand promotion| key accounts,Marketing Manager,23581
ar calling|bpo|ites|Denial Management,Associate/Senior Associate -(NonTechnical),23582
 Debtors| Tally| Purchase| Accounts Assistant| Accounting| Banking| Accountant| Accounts Manager| Accounts Executive| Reconciliation| Manager Accounts| Accounts,Accounts Manager,23584
 Consulting| Networking| Service| Product management| Tools| Analytical| Information technology| Firewall| closure| CCNA,Network Administrator,23585
 ACCOUNTANT,Accounts Executive/Accountant,23586
 Banking Operations| Backend Operations,Testing Engineer,23587
 Excel Powerpoint| MS Office| Telecalling| Telemarketing| Sales| Sourcing Management| Power Point Presentation| IT Skills| Analytical Skills| Problem Solving| Lead Generation| market research,Telesales/Telemarketing Executive/Officer,23588
 UI| Designer| Graphics| C| Python| Six Sigma| PMP| .NET| HTML| JavaScript| SQL| Oracle,Graphic/Web Designer,23589
 Mutual Funds| Mutual Funds Sales| Insurance| Life Insurance| Wealth Management| Financial Advisor| General Insurance,Sales/Business Development Manager,23590
 Field Work| Part Time,Trainees,23591
 Laravel| PHP,Software Developer,23592
 marketing| client acquisition| negotiation| sales,Associate/Senior Associate -(NonTechnical),23593
IQ / OQ / PQ|Regulatory Affairs|Design Verification|Documentation|Production Process|manufacturing process|Medical Devices|manufacturing engineering|Quality Control,Design Engineer/Manager,23594
 Oracle| Agile| Business analysis| Pega| Scrum| Order management| TAM| Amdocs| eTOM| Business strategy,Business Analyst,23595
 gnm| nurse| staff nurse| nursing,Nurse,23596
 Linux| Python| Video codecs| AWS| Scripting| Hardware| Cloud| Hardware Management| Management| Lead | Streaming Engineer,Software Developer,23597
 development| coding| automation| night shift| fundamentals| c#| dot net| asp net| database| net| programming,Software Developer,23598
 git| javascript| jquery| web| drupal| lamp| smarty| al| plesk| dr| applications,Software Developer,23599
 Linux| MySql| JIRA| Bamboo| Devops,Technical Architect,23600
 HR Generalist Activities| Salary| Payroll| Labour Laws| Compliance| PF| ESIC| LWF| MIS Reporting,Payroll Executive,23601
 equity| trading| brokerage| currency| stock broking| nism| dealing| equity derivatives| equity dealer,Sales Executive/Officer,23602
 Simulation| Coding| Perl| Computer science| SAN| Cloud computing| Architectural design| high performance computing| Open source| Python,Software Developer,23603
 Excel| Data Analysis| SAS| XML| Data Mining| SQL| Data Analytics| Statistics| Segmentation| Data Collection,Data Analyst,23604
 GIS| ESRI| Data Management| Javascript| API| JQuery| Python,Software Developer,23605
 cost reduction| forecasting| financial control| provision| Expense Management| accounting| expense analysis| finance| budgeting| expenses,Finance/Budgeting Manager,23606
 development| c| dom| software| sponsorship| pay| Management| it| Business Executive| Market| life| top| application| Leadership training| Software development life cycle| pl| applications,Software Developer,23607
 assembly language| Six Sigma| PMP| C| JavaScript| .NET| HTML| Oracle| Python| SQL,Functional Outside Consultant,23609
 software testing| performance testing| regression testing| automation testing| istqb| manual testing| smoke testing| bugzilla| functional testing| load testing| database| mobile testing| penetration testing| ui testing| web testing| writing test cases| jira,Testing Engineer,23610
 BPO| Customer Service Representative| Tender preparation| Financial accounting| US process| ITES| CRM| Recruitment,Associate/Senior Associate -(NonTechnical),23611
 MS project| Web technologies| Time management| Project documentation| Consulting| Web development| Scheduling| Management| MS Office| Visual Design,Project Manager-IT/Software,23612
 XML| MySQL| Javascript| Hibernate| Web services| Struts| XSLT| SEM| NEC| Ajax,Software Developer,23613
 Automation| metadata| technical| Perl| Business intelligence| Data mining| Unix shell scripting| Computer science| infrastructure| design| e-commerce| Risk management| Ruby| support| Python| architecture| hardware,Software Developer,23614
 front end| node.js| application developer| ux| mean stack| unit testing| mongodb,Software Developer,23615
 eCommerce| Social Media| Digital Marketing| Campaign Management| Advertising| Marketing,Head/VP/GM/ Mgr-Online/Digital Marketing,23616
 Unix| Hibernate| jQuery| Linux| XML| Struts| XHTML| HTML| Windows| Ajax,Software Developer,23617
 jQuery| PDF| Web technologies| Coding| Javascript| HTML| Mobile applications| Powerpoint| SDLC| Android,Software Developer,23618
 Customer Service| Customer Support| technical support| voice process| International Call Center| Customer Care| International BPO,Associate/Senior Associate -(NonTechnical),23619
 English language| Coaching| Senior Executive| SCOPE| Language skills| Mentoring| functional support| Quality management| Complex,Functional Outside Consultant,23620
 TDS| Gst| Legal Management| Accounts Receivable,Accounts Manager,23621
 Email Marketing| HTML,Email Marketing Manager,23622
 TFS| VSTS| Agile,Software Developer,23623
 Senior Graphic Designer| Artwork| Illustrator| Digital Media| Print Media| Graphic Designing| Graphic Designer,Graphic Designer,23624
Fortigate Firewall|Network Security|Fortinet,Software Developer,23625
 java| core java,Software Developer,23626
 AR| accounts receivable| Tally| Accounting| gl| Ap| Accounts Payable,Accounts Manager,23627
 Analytical skills| Loans| Technical evaluation| Underwriting| Finance| Conceptualization| Fraud management| Management| Credit management| Risk mitigation,Credit Officer,23628
 Blogs| Digital Marketing| Articles,Direct Marketing Executive,23629
 PPC| Bidding| Google Analytics| Web analytics| Analytical| XHTML| SEM| HTML| Problem| Powerpoint,Outside Technical Consultant,23630
Coding| Sql Server 2008| Information technology| SAN| Visual Studio| Debugging| French| MVC| C| Manager Quality Control,Software Developer,23631
 Redhat| Linux| Docker| Ansible| DNS| System Administration| HTTP| Bash| Centos| RHCE,Software Developer,23632
 ms exchange| lync| mcts| ocs,System Analyst,23633
 Investor Relations| Fund Raising| Private Equity| Financial Analysis| Financial Modeling,Analyst,23634
 Relationship Management| Sales| NR| NRI| Cross Selling| Mutual Funds| Mutual Funds Sales| MF| Third Party Products| TPP| Wealth| investment| Priority Banking,Wealth Manager,23635
 Accounts Handling| Project Management| Accounting| Accounts Receivable,Corporate Planning/Strategy Manager,23636
 clients| business development executive| developing| customers| relationship| maintaining| building,Sales Executive/Officer,23637
 tech support| bpo| excel| telecalling| Fresher| customer handling,Associate/Senior Associate -(NonTechnical),23639
 Application integration| Development Manager| Debugging| Javascript| Database| Data processing| business rules| Apex| Salesforce| Visualforce,Software Developer,23640
 Trainee Seaman| General steward & Messboy,Seaman,23641
 Relationship Officer| relationship executive| sales executive| Fresher,Relationship Executive,23642
 Medicine| Billing Executive| Protocols| CV| phone| Outbound calling| Billing| stock,Front Desk/Cashier/Billing,23643
 biotechnology| biology| physiotherapy| bpt| gnm| microbiology| botany| nursing| biomedical| dentist| mpt| bds| medical coding| medical coder| bioinformatics| biochemistry| pharmacy| life sciences| food science| zoology,Intern,23644
Power management| Debugging| Architecture| Device driver development| TRACE32| JTAG| Ethernet| WLAN| Programming| SATA,Associate/Senior Associate -(NonTechnical),23645
 digital marketing| marketing| computer operating| online marketing| back office| back office executive| travel| internet marketing| data entry| part time,Sales Executive/Officer,23646
 Software installation| Troubleshooting| Monitoring| Report generation| Antivirus management| Antivirus| Management| Process compliance,Associate/Senior Associate -(Technical),23647
 Developer| Linux| Python| development| Gts| mobile| Unix Shell Scripting| Test Driven Development| quality| cloud| devops| Consulting| design| Agile| Scrum| hadoop| aws| Ruby| programming| unix| architecture,Software Developer,23648
 Collections| Recovery,Collections Manager,23649
 Pharma| Formulation| Marketing Executive| Purchase Executive| Sales Coordinator| HR Executive| qaqc,HR Executive,23650
 Jenkins| Java| Maven| Big Data Analytics| Software Development| Github| Eclipse| SCALA| SVN| Microservices| application development,Technical Architect,23651
 Costing| Procurement| E-marketing| Export marketing| Chemical| Sales,Sales/Business Development Manager,23653
networking| hardware troubleshooting| desktop support| L1,IT/Networking-Manager,23654
 Private Banking| Front Desk Executive| Computer Operating| IT| banker| cfp| priority banking| financial planner| certified financial planner| Technical Support| wealth management| branch banking,Financial Accountant,23655
 AIX| English language| HP-UX| Technical Lead| Management| Oracle| Module| Project delivery| Language skills| Entry level,Team Lead/Technical Lead,23656
Amex| Email| Finance| Barclays| google| Non Voice| Management| MBA| Analytics| CBSE| ICSE| Backend| B2B| Communication skills| Chat| Adwords| BA,Associate/Senior Associate -(NonTechnical),23657
 PHP| Javascript| Linux| HTML| MySQL| Ajax| Apache| DHTML| Application development| SEM,Software Developer,23658
 estimation| electricals| hotel projects| system| plumbing| machinery| electrical installation,Project Manager-Production/Manufacturing/Maintenance,23659
 ERP| MIS| Reports| Talent Management| Human Resources| HR Policies| Recruitment| Talent Acquisition,HR Manager,23660
 Bhms| Bams| IVF,Medical Officer,23661
 VMware| English language| Consulting| storage virtualization| Module| Logic| Language skills| Business Executive,System Administrator,23662
 International Sales| international marketing| overseas marketing,Direct Marketing Manager,23663
 Nursing| Pharma| Manager Quality Control| Computer hardware| Pharmacy| Standard operating procedures| Monitoring,Pharmacist/Chemist/Bio Chemist,23664
 Upsell| Customer Service| Problem Solving| Inside Sales| Customer Satisfaction| sales,Sales Executive/Officer,23665
 Sales Head| Sales| Pharma Sales,Head/VP/GM/National Manager -Sales,23666
 lecturer activities| assistant professor,Lecturer/Professor,23667
Travel|Meeting|Travel Coordination|event|Travel Admin,Operations Executive,23668
Hibernate| Db2| UML| Application development| Agile| Middleware| HTTP| Investment banking| Maven| Asset management,Software Developer,23669
 Purchase| SAP| Purchase Requisition| Purchase Order| Electrical Engineering,Purchase Executive,23670
Sales| Industrial Sales| Selling| B2B Sales,Sales/Business Development Manager,23671
 Relationship management| sales hiring| Sales HR| Project management| Social media| Customer service| Subject Matter Expert| Supervision| it outsourcing| Recruitment,Recruitment Executive,23672
 LINQ| Entity Framework| WCF| MVC| ASP.Net| Javascript| C#| JQuery| .Net| Web Technologies,Software Developer,23673
 Procurement| Electronics| EMC| Home appliances| Quality testing| Design development| Product implementation| Cross functional coordination| consumer goods| Electricals,Senior Design Engineer,23674
